page_start,date_of_occurrence,time_of_occurrence,reason_for_force,service_rendered,citizen_injured,citizen_influence_assessment,officer_injured,citizen_race,citizen_gender,notes,officer_involved,name_badge_number,badge_number,force_used_1,force_used_1_effective,force_used_2,force_used_2_effective,force_used_3,force_used_3_effective,force_used_4,force_used_4_effective,force_used_5,force_used_5_effective,force_used_6,force_used_6_effective,force_used_7,force_used_7_effective,force_used_8,force_used_8_effective,officer_name,id
461,2017-02-16T00:00:00Z,13:32:00,effect an arrest,call for service,yes,emotionally disturbed,yes,hispanic,male,NA,incident_officer_2,jessica crick - 7536,7536,empty hand strikes,no,oc spray,no,verbal directions,no,empty hand control,no,de-escalation techniques,no,ecw cartridge deployed,no,NA,NA,NA,NA,jessica crick,461-2017-m
765,2018-03-07T00:00:00Z,12:30:00,resisting arrest,self initiated,no,other,no,black,male,NA,incident_officer_1,jackie miller - 7837,7837,verbal directions,no,empty hand control,no,ecw cartridge deployed,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,jackie miller,765-2018-m
2809,2019-11-01T00:00:00Z,02:07:00,failure to comply,vehicle pursuit,no,NA,no,white,female,NA,incident_officer_1,anthony nunn - 7670,7670,empty hand control,yes,ecw cartridge deployed,yes,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,anthony nunn,2809-2019-m
1866,2017-05-28T00:00:00Z,03:24:00,combative subject,crowd control,yes,alcohol impaired,yes,white,male,NA,incident_officer_1,robert ward - 7746,7746,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robert ward,1866-2017-m
740,2017-03-09T00:00:00Z,21:49:00,effect an arrest,traffic stop,no,emotionally disturbed,no,white,male,NA,incident_officer_2,stephen lacefield - 7758,7758,verbal directions,no,de-escalation techniques,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephen lacefield,740-2017-m
1644,2019-06-23T00:00:00Z,06:42:00,assaulting officer,call for service,no,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,nathaniel richardson - 5245,5245,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nathaniel richardson,1644-2019-m
3852,2017-10-24T00:00:00Z,17:12:00,attempting escape,call for service,yes,normal,no,black,male,NA,incident_officer_1,benjamin dean - 7242,7242,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,benjamin dean,3852-2017-m
3838,2018-12-06T00:00:00Z,13:50:00,other-explain in narrative,self initiated,yes,normal,no,white,male,NA,incident_officer_4,trent sturgill - 7073,7073,empty hand control,no,verbal directions,no,de-escalation techniques,no,take down,yes,come-along,no,NA,NA,NA,NA,NA,NA,trent sturgill,3838-2018-m
664,2018-02-24T00:00:00Z,19:43:00,active aggression,call for service,yes,drug impaired,yes,white,male,NA,incident_officer_4,william burns - 7423,7423,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,william burns,664-2018-m
2547,2018-08-05T00:00:00Z,03:53:00,assaulting citizen,crime in progress,no,NA,no,hispanic,male,NA,incident_officer_3,danielle smith - 7376,7376,verbal directions,no,ecw cartridge deployed,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,danielle smith,2547-2018-m
533,2018-02-15T00:00:00Z,03:15:00,combative subject,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,eli johnston - 7048,7048,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eli johnston,533-2018-m
3490,2018-11-04T00:00:00Z,16:36:00,active aggression,self initiated,yes,normal,yes,white,female,NA,incident_officer_2,christopher bond - 7391,7391,ecw cartridge deployed,yes,ecw stun feature,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher bond,3490-2018-m
4050,2018-12-17T00:00:00Z,02:54:00,effect an arrest,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,willaim salyers - 2046,2046,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,willaim salyers,4050-2018-m
2341,2018-07-08T00:00:00Z,00:06:00,effect an arrest,effecting an arrest,yes,excited,no,hispanic,male,NA,incident_officer_1,john keeling jr. - 7088,7088,k-9 bite,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john keeling jr.,2341-2018-m
614,2018-02-20T00:00:00Z,03:12:00,non-compliance,call for service,yes,normal,no,white,male,NA,incident_officer_1,nicholas pedigo - 7413,7413,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nicholas pedigo,614-2018-m
3151,2019-12-17T00:00:00Z,16:00:00,active aggression,call for service,yes,emotionally disturbed,yes,white,male,NA,incident_officer_2,michael simpson - 5287,5287,de-escalation techniques,no,take down,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,michael simpson,3151-2019-m
1713,2018-05-20T00:00:00Z,02:08:00,assaulting officer,call for service,yes,drug impaired,yes,white,male,NA,incident_officer_2,cortez ernest - 7333,7333,empty hand strikes,no,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortez ernest,1713-2018-m
3497,2017-09-23T00:00:00Z,01:40:00,resisting arrest,effecting an arrest,no,NA,yes,black,male,NA,incident_officer_1,paige young - 7298,7298,empty hand strikes,no,ecw stun feature,yes,take down,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,paige young,3497-2017-m
2634,2018-08-12T00:00:00Z,16:04:00,effect an arrest,call for service,yes,other,no,black,male,NA,incident_officer_1,jeremy boehnlein - 7070,7070,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeremy boehnlein,2634-2018-m
2444,2019-09-18T00:00:00Z,10:38:00,animal,call for service,yes,excited,no,NA,NA,Dog is involved citizen which showed active aggression,incident_officer_1,nicholas barnes - 7463,7463,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nicholas barnes,2444-2019-m
3403,2017-09-17T00:00:00Z,04:45:00,active aggression,criminal investigation,yes,drug impaired,no,black,male,NA,incident_officer_1,john sholar - 7416,7416,take down,no,verbal directions,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john sholar,3403-2017-m
2075,2017-06-12T00:00:00Z,17:55:00,NA,NA,yes,alcohol impaired,no,white,male,NA,incident_officer_3,christopher eaton - 7397,7397,hobble,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher eaton,2075-2017-m
4218,2018-12-30T00:00:00Z,10:19:00,resisting arrest,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_1,timothy likins - 7288,7288,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy likins,4218-2018-m
3894,2018-12-09T00:00:00Z,13:00:00,non-compliance,call for service,yes,emotionally disturbed,yes,black,male,NA,incident_officer_3,derrick leachman - 2928,2928,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,derrick leachman,3894-2018-m
380,2018-02-01T00:00:00Z,00:40:00,active aggression,crime in progress,yes,drug impaired,no,black,male,NA,incident_officer_5,jeffrey mccauley - 7057,7057,knee strike(s),yes,empty hand control,yes,de-escalation techniques,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,jeffrey mccauley,380-2018-m
2268,2019-09-01T00:00:00Z,15:55:00,combative subject,call for service,yes,alcohol and drug impaired,no,white,male,NA,incident_officer_2,justin buske - 7467,7467,verbal directions,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,justin buske,2268-2019-m
1734,2019-06-26T00:00:00Z,14:11:00,resisting arrest,call for service,yes,normal,no,black,male,NA,incident_officer_2,donna morgan - 7406,7406,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,donna morgan,1734-2019-m
3842,2017-10-22T00:00:00Z,03:00:00,resisting arrest,effecting an arrest,yes,alcohol impaired,yes,white,male,NA,incident_officer_3,youssef mattiche - 7952,7952,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,youssef mattiche,3842-2017-m
881,2017-03-19T00:00:00Z,18:45:00,effect an arrest,call for service,yes,NA,no,black,male,NA,incident_officer_3,elizabeth lankford - 7666,7666,empty hand control,no,hobble,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elizabeth lankford,881-2017-m
2806,2018-08-26T00:00:00Z,02:06:00,non-compliance,other,yes,alcohol impaired,no,hispanic,male,NA,incident_officer_1,cody luckett - 7363,7363,verbal directions,no,de-escalation techniques,no,take down,yes,come-along,no,NA,NA,NA,NA,NA,NA,NA,NA,cody luckett,2806-2018-m
2420,2017-07-11T00:00:00Z,10:35:00,assaulting officer,self initiated,yes,other,yes,white,male,NA,incident_officer_1,daniel zummach - 7965,7965,de-escalation techniques,no,verbal directions,no,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,daniel zummach,2420-2017-m
2530,2017-07-22T00:00:00Z,11:16:00,effect an arrest,effecting an arrest,yes,normal,no,black,male,NA,incident_officer_1,brendan kaiser - 7439,7439,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brendan kaiser,2530-2017-m
3340,2018-10-20T00:00:00Z,00:34:00,effect an arrest,effecting an arrest,yes,other,yes,black,male,NA,incident_officer_2,beau gadegaard - 7201,7201,ecw cartridge deployed,limited,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,beau gadegaard,3340-2018-m
3089,2018-09-25T00:00:00Z,13:38:00,resisting arrest,criminal investigation,yes,excited,yes,black,male,NA,incident_officer_1,jason mcneil - 7139,7139,take down,yes,verbal directions,no,empty hand control,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,jason mcneil,3089-2018-m
4324,2017-12-07T00:00:00Z,23:12:00,other-explain in narrative,call for service,yes,other,no,black,male,NA,incident_officer_2,marc christiansen - 7823,7823,verbal directions,no,empty hand control,yes,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marc christiansen,4324-2017-m
3217,2017-09-06T00:00:00Z,20:58:00,resisting arrest,call for service,no,excited,yes,black,male,NA,incident_officer_2,joshua arnwine - 7387,7387,de-escalation techniques,no,take down,no,verbal directions,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,joshua arnwine,3217-2017-m
3180,2019-12-21T00:00:00Z,22:41:00,resisting arrest,effecting an arrest,no,alcohol impaired,no,hispanic,male,NA,incident_officer_1,rebecca davis - 5224,5224,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rebecca davis,3180-2019-m
2285,2019-09-04T00:00:00Z,17:20:00,animal,warrant service,no,excited,no,NA,male,Dog is involved citizen at search warrant for drugs,incident_officer_1,tyler blissett - 7390,7390,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyler blissett,2285-2019-m
3763,2017-10-11T00:00:00Z,12:10:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_3,wesley brown - 2616,2616,empty hand control,yes,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wesley brown,3763-2017-m
2254,2018-07-03T00:00:00Z,00:28:00,active aggression,crime in progress,no,drug impaired,no,hispanic,male,NA,incident_officer_2,jonathan robbins - 7161,7161,de-escalation techniques,yes,take down,yes,empty hand strikes,no,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,jonathan robbins,2254-2018-m
1549,2019-06-01T00:00:00Z,02:02:00,effect an arrest,call for service,yes,alcohol impaired,yes,black,male,NA,incident_officer_1,eric owen - 5054,5054,de-escalation techniques,no,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eric owen,1549-2019-m
142,2018-01-15T00:00:00Z,23:18:00,effect an arrest,call for service,yes,normal,no,black,male,NA,incident_officer_2,john kirk - 7929,7929,k-9 bite,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john kirk,142-2018-m
780,2017-03-13T00:00:00Z,13:30:00,resisting arrest,effecting an arrest,no,excited,no,black,male,NA,incident_officer_1,george campos - 7614,7614,empty hand control,yes,other (in narrative),yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,george campos,780-2017-m
1967,2019-07-25T00:00:00Z,21:01:00,resisting arrest,criminal investigation,yes,emotionally disturbed,no,black,male,NA,incident_officer_3,cory evans - 7241,7241,take down,yes,empty hand strikes,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,cory evans,1967-2019-m
4202,2017-11-24T00:00:00Z,13:40:00,effect an arrest,call for service,no,alcohol and drug impaired,yes,white,male,NA,incident_officer_1,megan arnold - 7462,7462,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,megan arnold,4202-2017-m
3328,2018-10-19T00:00:00Z,20:55:00,assaulting officer,other,yes,excited,yes,black,male,NA,incident_officer_1,matthew gammons - 7245,7245,de-escalation techniques,no,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew gammons,3328-2018-m
2528,2018-08-02T00:00:00Z,02:02:00,effect an arrest,vehicle pursuit,no,excited,no,black,male,NA,incident_officer_2,japaul jones - 7309,7309,verbal directions,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,japaul jones,2528-2018-m
2480,2017-07-18T00:00:00Z,18:06:00,non-compliance,traffic stop,yes,other,no,black,male,NA,incident_officer_1,todd hale - 2312,2312,empty hand control,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,todd hale,2480-2017-m
3868,2018-12-07T00:00:00Z,09:30:00,effect an arrest,other,no,other,no,black,male,NA,incident_officer_3,scott walker - 7651,7651,other (in narrative),no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scott walker,3868-2018-m
1726,2018-05-20T00:00:00Z,22:42:00,active aggression,call for service,yes,excited,yes,black,male,NA,incident_officer_3,arron saucer - 5057,5057,take down,no,verbal directions,no,empty hand control,no,knee strike(s),no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,arron saucer,1726-2018-m
3108,2017-08-26T00:00:00Z,21:56:00,resisting arrest,traffic stop,yes,excited,yes,white,male,NA,incident_officer_2,matthew swicegood - 7420,7420,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew swicegood,3108-2017-m
2107,2019-08-12T00:00:00Z,15:11:00,combative subject,other,no,alcohol impaired,no,white,male,NA,incident_officer_1,alexander thomas - 7294,7294,verbal directions,no,empty hand control,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alexander thomas,2107-2019-m
2900,2019-11-14T00:00:00Z,19:30:00,effect an arrest,call for service,yes,normal,yes,white,female,NA,incident_officer_3,brett mathis - 5123,5123,de-escalation techniques,no,impact weapon,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brett mathis,2900-2019-m
564,2018-02-17T00:00:00Z,03:24:00,resisting arrest,call for service,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,roberts augst - 7388,7388,take down,yes,verbal directions,yes,other (in narrative),yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,roberts augst,564-2018-m
1,2017-01-02T00:00:00Z,02:26:00,resisting arrest,self initiated,yes,normal,no,white,male,NA,incident_officer_1,christopher mostek - 7340,7340,verbal directions,no,empty hand control,no,take down,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,christopher mostek,1-2017-m
1533,2017-05-06T00:00:00Z,21:40:00,effect an arrest,self initiated,yes,other,yes,white,male,NA,incident_officer_1,clinton blake - 7113,7113,take down,no,ecw cartridge deployed,limited,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,clinton blake,1533-2017-m
358,2019-02-05T00:00:00Z,13:39:00,effect an arrest,effecting an arrest,yes,normal,yes,white,male,NA,incident_officer_1,joseph berg - 7817,7817,verbal directions,no,take down,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph berg,358-2019-m
3135,2018-09-30T00:00:00Z,10:55:00,combative subject,interviewing citizen,no,emotionally disturbed,no,black,male,NA,incident_officer_1,donna morgan - 7406,7406,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,donna morgan,3135-2018-m
167,2017-01-20T00:00:00Z,15:15:00,attempting escape,effecting an arrest,yes,excited,yes,white,male,NA,incident_officer_1,nathaniel lovewell - 7166,7166,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nathaniel lovewell,167-2017-m
1111,2017-04-11T00:00:00Z,21:38:00,active aggression,call for service,yes,alcohol impaired,yes,white,male,NA,incident_officer_2,daniel day - 7352,7352,verbal directions,no,empty hand control,yes,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daniel day,1111-2017-m
3510,2018-11-05T00:00:00Z,04:47:00,active aggression,criminal investigation,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,joshua trumbo - 5003,5003,hobble,yes,empty hand control,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua trumbo,3510-2018-m
1101,2017-04-11T00:00:00Z,13:21:00,effect an arrest,call for service,no,excited,yes,black,male,NA,incident_officer_1,timothy davis - 7713,7713,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy davis,1101-2017-m
573,2019-02-25T00:00:00Z,14:30:00,effect an arrest,self initiated,yes,normal,no,black,male,NA,incident_officer_2,zachary cottongim - 7239,7239,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zachary cottongim,573-2019-m
2524,2019-10-01T00:00:00Z,14:04:00,active aggression,effecting an arrest,no,other,no,black,female,NA,incident_officer_2,amber andrade - 5243,5243,verbal directions,no,empty hand control,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amber andrade,2524-2019-m
3403,2017-09-17T00:00:00Z,04:45:00,active aggression,criminal investigation,yes,drug impaired,no,black,male,NA,incident_officer_2,daniel knable - 7155,7155,verbal directions,no,knee strike(s),no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daniel knable,3403-2017-m
3725,2017-10-06T00:00:00Z,21:00:00,active aggression,crime in progress,yes,excited,yes,black,female,NA,incident_officer_1,robert king - 7665,7665,verbal directions,yes,empty hand control,yes,take down,yes,de-escalation techniques,yes,NA,NA,NA,NA,NA,NA,NA,NA,robert king,3725-2017-m
11,2019-01-01T00:00:00Z,08:17:00,non-compliance,call for service,yes,NA,no,white,male,NA,incident_officer_1,nolan eastman - 5183,5183,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nolan eastman,11-2019-m
1071,2018-04-04T00:00:00Z,01:07:00,active aggression,call for service,yes,excited,no,black,male,NA,incident_officer_4,dontae booker - 7350,7350,empty hand strikes,yes,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dontae booker,1071-2018-m
255,2018-01-21T00:00:00Z,17:56:00,active aggression,call for service,yes,excited,yes,hispanic,male,NA,incident_officer_1,charles meek - 7667,7667,empty hand control,yes,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles meek,255-2018-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_19,mark granholm - 7552,7552,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mark granholm,950-2019-m
1557,2018-05-11T00:00:00Z,15:07:00,non-compliance,mental inquest interview,yes,emotionally disturbed,yes,black,male,NA,incident_officer_3,joshua arnwine - 7387,7387,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua arnwine,1557-2018-m
2741,2017-08-04T00:00:00Z,NA,other-explain in narrative,call for service,yes,drug impaired,yes,white,female,NA,incident_officer_2,nicholas ulery - 7379,7379,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nicholas ulery,2741-2017-m
18,2017-01-16T00:00:00Z,22:22:00,assaulting citizen,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_3,joshua weyer - 7271,7271,de-escalation techniques,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua weyer,18-2017-m
2797,2018-08-24T00:00:00Z,17:40:00,active aggression,call for service,no,emotionally disturbed,no,white,male,NA,incident_officer_1,dontae booker - 7350,7350,ecw cartridge deployed,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dontae booker,2797-2018-m
2902,2018-09-04T00:00:00Z,00:54:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_1,gregory johnson - 7479,7479,verbal directions,no,empty hand control,no,take down,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,gregory johnson,2902-2018-m
1967,2019-07-25T00:00:00Z,21:01:00,resisting arrest,criminal investigation,yes,emotionally disturbed,no,black,male,NA,incident_officer_1,woodrow murphy - 5124,5124,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodrow murphy,1967-2019-m
2305,2018-07-06T00:00:00Z,15:47:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_1,eric stafford - 7323,7323,take down,yes,empty hand strikes,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,eric stafford,2305-2018-m
1466,2018-04-30T00:00:00Z,17:50:00,resisting arrest,traffic stop,no,other,no,black,male,NA,incident_officer_2,charles webb - 7143,7143,de-escalation techniques,no,verbal directions,no,empty hand control,yes,ecw stun feature,yes,take down,yes,NA,NA,NA,NA,NA,NA,charles webb,1466-2018-m
277,2019-01-26T00:00:00Z,21:12:00,assaulting officer,call for service,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,jason pierson - 7957,7957,empty hand strikes,yes,empty hand control,yes,impact weapon,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,jason pierson,277-2019-m
1655,2017-05-15T00:00:00Z,17:40:00,failure to comply,call for service,yes,drug impaired,no,white,female,NA,incident_officer_2,aaron jaggers - 7398,7398,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aaron jaggers,1655-2017-m
2069,2019-08-18T00:00:00Z,12:12:00,effect an arrest,traffic stop,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,jacob kerger - 5151,5151,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jacob kerger,2069-2019-m
1361,2017-04-28T00:00:00Z,20:30:00,active aggression,effecting an arrest,yes,excited,yes,white,male,NA,incident_officer_2,james adam - 2504,2504,ecw stun feature,yes,empty hand strikes,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,james adam,1361-2017-m
2916,2017-08-11T00:00:00Z,20:31:00,active aggression,call for service,yes,alcohol and drug impaired,yes,white,female,NA,incident_officer_1,ronald godfrey - 7012,7012,verbal directions,no,hobble,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ronald godfrey,2916-2017-m
1505,2019-05-29T00:00:00Z,15:45:00,non-compliance,call for service,yes,drug impaired,yes,hispanic,male,NA,incident_officer_3,jeremy woller - 7232,7232,empty hand control,yes,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeremy woller,1505-2019-m
2730,2018-08-18T00:00:00Z,23:15:00,active aggression,effecting an arrest,yes,emotionally disturbed,yes,black,male,NA,incident_officer_3,ryan noland - 7669,7669,verbal directions,no,de-escalation techniques,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ryan noland,2730-2018-m
1856,2017-05-27T00:00:00Z,22:15:00,effect an arrest,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_1,michael burns - 7931,7931,empty hand control,no,ecw cartridge deployed,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michael burns,1856-2017-m
1642,2018-05-14T00:00:00Z,10:00:00,active aggression,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_3,jay schweitzer - 7907,7907,take down,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jay schweitzer,1642-2018-m
2197,2017-06-21T00:00:00Z,03:15:00,active aggression,call for service,yes,drug impaired,no,white,female,NA,incident_officer_1,james clark - 6143,6143,empty hand control,yes,verbal directions,no,take down,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,james clark,2197-2017-m
2945,2017-08-13T00:00:00Z,11:10:00,combative subject,effecting an arrest,no,drug impaired,yes,black,male,NA,incident_officer_1,jeremy boehnlein - 7070,7070,verbal directions,no,take down,no,empty hand strikes,yes,come-along,no,NA,NA,NA,NA,NA,NA,NA,NA,jeremy boehnlein,2945-2017-m
957,2018-03-25T00:00:00Z,12:06:00,resisting arrest,call for service,yes,normal,no,black,female,NA,incident_officer_2,hunter powell - 7410,7410,verbal directions,no,other (in narrative),yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hunter powell,957-2018-m
2306,2019-09-05T00:00:00Z,15:42:00,active aggression,call for service,yes,excited,no,NA,NA,Dog is involved citizen that had bit a citizen,incident_officer_1,brett ringswald - 7220,7220,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brett ringswald,2306-2019-m
4315,2017-12-06T00:00:00Z,14:49:00,active aggression,call for service,yes,other,yes,white,male,NA,incident_officer_2,anthony nunn - 7670,7670,verbal directions,yes,ecw cartridge deployed,limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anthony nunn,4315-2017-m
2418,2018-07-17T00:00:00Z,15:03:00,active aggression,call for service,yes,other,yes,white,male,NA,incident_officer_2,jeffrey emerich - 7116,7116,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeffrey emerich,2418-2018-m
4477,2017-12-28T00:00:00Z,19:50:00,resisting arrest,field interview contact,no,emotionally disturbed,no,black,female,NA,incident_officer_2,jason maguire - 7402,7402,de-escalation techniques,no,verbal directions,no,take down,no,knee strike(s),no,empty hand control,no,NA,NA,NA,NA,NA,NA,jason maguire,4477-2017-m
